NAME,VALUE,SCENARIO,REGION,REGION2,DAYTYPE,FUEL,EMISSION,DAILYTIMEBRACKET,SEASON,TIMESLICE,MODE_OF_OPERATION,STORAGE,TECHNOLOGY,YEAR
StorageLosses,0.0,0,AUT,,,,,,,1000,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1001,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1002,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1003,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1004,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1005,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1006,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1007,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1008,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1009,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,100,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1010,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1011,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1012,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1013,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1014,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1015,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1016,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1017,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1018,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1019,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,101,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1020,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1021,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1022,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1023,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1024,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1025,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1026,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1027,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1028,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1029,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,102,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1030,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1031,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1032,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1033,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1034,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1035,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1036,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1037,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1038,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1039,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,103,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1040,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1041,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1042,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1043,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1044,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1045,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1046,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1047,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1048,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1049,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,104,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1050,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1051,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1052,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1053,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1054,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1055,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1056,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1057,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1058,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1059,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,105,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1060,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1061,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1062,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1063,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1064,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1065,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1066,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1067,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1068,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1069,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,106,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1070,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1071,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1072,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1073,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1074,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1075,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1076,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1077,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1078,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1079,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,107,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1080,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1081,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1082,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1083,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1084,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1085,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1086,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1087,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1088,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1089,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,108,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1090,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1091,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1092,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1093,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1094,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1095,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1096,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1097,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1098,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1099,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,109,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,10,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1100,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1101,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1102,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1103,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1104,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1105,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1106,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1107,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1108,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1109,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,110,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1110,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1111,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1112,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1113,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1114,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1115,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1116,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1117,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1118,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1119,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,111,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1120,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1121,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1122,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1123,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1124,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1125,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1126,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1127,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1128,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1129,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,112,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1130,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1131,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1132,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1133,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1134,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1135,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1136,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1137,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1138,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1139,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,113,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1140,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1141,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1142,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1143,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1144,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1145,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1146,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1147,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1148,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1149,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,114,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1150,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1151,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1152,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1153,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1154,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1155,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1156,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1157,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1158,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1159,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,115,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1160,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1161,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1162,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1163,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1164,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1165,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1166,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1167,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1168,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1169,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,116,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1170,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1171,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1172,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1173,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1174,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1175,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1176,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1177,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1178,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1179,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,117,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1180,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1181,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1182,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1183,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1184,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1185,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1186,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1187,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1188,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1189,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,118,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1190,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1191,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1192,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1193,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1194,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1195,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1196,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1197,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1198,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1199,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,119,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,11,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1200,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1201,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1202,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1203,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1204,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1205,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1206,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1207,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1208,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1209,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,120,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1210,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1211,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1212,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1213,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1214,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1215,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1216,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1217,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1218,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1219,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,121,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1220,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1221,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1222,,BATT,,2019
StorageLosses,0.0,0,AUT,,,,,,,1223,,BATT,,2019
